USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE,SEARCH_KEYWORD
dishantvb@gmail.com,search_1,1680740622,search,nova scotia
dishantvb@gmail.com,search_2,1680740622,search,ontario
dishantvb@gmail.com,search_3,1680740622,search,dalhousie
dishantvb@gmail.com,search_4,1680740622,search,pei
dishantvb@gmail.com,search_5,1680740622,search,MIT
dishantvb@gmail.com,search_6,1680740622,search,stanford
dishantvb@gmail.com,search_7,1680740622,search,uiuc
dishantvb@gmail.com,search_8,1680740622,search,illinois
dishantvb@gmail.com,search_9,1680740622,search,toronto
dishantvb@gmail.com,search_10,1680740622,search,new brunswick
dishantvb@gmail.com,search_11,1680740622,search,british columbia
dishantvb@gmail.com,search_12,1680740622,search,carnegie mellon
dishantvb@gmail.com,search_13,1680740622,search,harvard
dishantvb@gmail.com,search_14,1680740622,search,saint mary's
dishantvb@gmail.com,search_15,1680740622,search,waterloo
dishantvb@gmail.com,search_16,1680740622,search,western
dishantvb@gmail.com,search_17,1680740622,search,washington
dishantvb@gmail.com,university_383,1680740622,shortlist,
dishantvb@gmail.com,university_384,1680740622,shortlist,
dishantvb@gmail.com,university_390,1680740622,shortlist,
dishantvb@gmail.com,university_391,1680740622,shortlist,
dishantvb@gmail.com,university_392,1680740622,shortlist,
dishantvb@gmail.com,university_2,1680740622,shortlist,
dishantvb@gmail.com,university_405,1680740622,shortlist,
dishantvb@gmail.com,university_395,1680740622,shortlist,
dishantvb@gmail.com,university_394,1680740622,shortlist,
dishantvb@gmail.com,university_351,1680740622,shortlist,
dishantvb@gmail.com,search_18,1680740622,search,stanford
dishantvb@gmail.com,search_19,1680740622,search,caltech
anshgwash@gmail.com,search_20,1680740622,search,MIT
anshgwash@gmail.com,search_21,1680740622,search,stanford
anshgwash@gmail.com,search_22,1680740622,search,uiuc
anshgwash@gmail.com,search_23,1680740622,search,illinois
anshgwash@gmail.com,search_24,1680740622,search,toronto
anshgwash@gmail.com,search_25,1680740622,search,stanford
anshgwash@gmail.com,search_26,1680740622,search,caltech
anshgwash@gmail.com,search_27,1680740622,search,harvard
anshgwash@gmail.com,search_28,1680740622,search,washington
anshgwash@gmail.com,search_29,1680740622,search,new york university
anshgwash@gmail.com,search_30,1680740622,search,houston
anshgwash@gmail.com,search_31,1680740622,search,austin
anshgwash@gmail.com,search_32,1680740622,search,vriginia tech
anshgwash@gmail.com,search_33,1680740622,search,texas
anshgwash@gmail.com,search_34,1680740622,search,texas a&m
anshgwash@gmail.com,search_35,1680740622,search,computer science
anshgwash@gmail.com,search_36,1680740622,search,engineering
anshgwash@gmail.com,search_37,1680740622,search,computer engineering
anshgwash@gmail.com,search_38,1680740622,search,ucla
anshgwash@gmail.com,search_39,1680740622,search,california
anshgwash@gmail.com,search_40,1680740622,search,university of michigan
anshgwash@gmail.com,search_41,1680740622,search,university of waterloo
anshgwash@gmail.com,university_79,1680740622,shortlist,
anshgwash@gmail.com,university_99,1680740622,shortlist,
anshgwash@gmail.com,university_139,1680740622,shortlist,
anshgwash@gmail.com,university_15,1680740622,shortlist,
anshgwash@gmail.com,university_18,1680740622,shortlist,
anshgwash@gmail.com,university_7,1680740622,shortlist,
anshgwash@gmail.com,university_3,1680740622,shortlist,
anshgwash@gmail.com,university_5,1680740622,shortlist,
anshgwash@gmail.com,university_112,1680740622,shortlist,
anshgwash@gmail.com,university_108,1680740622,shortlist,
anshgwash@gmail.com,search_42,1680740622,search,University of Virginia
anshgwash@gmail.com,search_43,1680740622,search,north carolina
anshgwash@gmail.com,search_44,1680740622,search,east coast
anshgwash@gmail.com,search_45,1680740622,search,University of Illinois Urbana-Champaign
khandekarg@gmail.com,search_46,1680740622,search,university of wisconsin
khandekarg@gmail.com,search_47,1680740622,search,engineering
khandekarg@gmail.com,search_48,1680740622,search,nyu
khandekarg@gmail.com,search_49,1680740622,search,mit
khandekarg@gmail.com,search_50,1680740622,search,stanford
khandekarg@gmail.com,search_51,1680740622,search,georgia tech
khandekarg@gmail.com,search_52,1680740622,search,vtech
khandekarg@gmail.com,search_53,1680740622,search,ucla
khandekarg@gmail.com,search_54,1680740622,search,"University of California, Berkeley"
khandekarg@gmail.com,search_55,1680740622,search,umich
khandekarg@gmail.com,search_56,1680740622,search,michigan
khandekarg@gmail.com,search_57,1680740622,search,michigan state university
khandekarg@gmail.com,search_58,1680740622,search,purdue university
khandekarg@gmail.com,search_59,1680740622,search,indiana university
khandekarg@gmail.com,search_60,1680740622,search,duke
khandekarg@gmail.com,search_61,1680740622,search,unc
khandekarg@gmail.com,search_62,1680740622,search,ut austin
khandekarg@gmail.com,search_63,1680740622,search,uiuc
khandekarg@gmail.com,search_64,1680740622,search,computer engineering
khandekarg@gmail.com,search_65,1680740622,search,mechanical engineering
khandekarg@gmail.com,university_79,1680740622,shortlist,
khandekarg@gmail.com,university_37,1680740622,shortlist,
khandekarg@gmail.com,university_38,1680740622,shortlist,
